,Q,a95,Plate,Plate_code,Lat,Lon,CLat,CLon,RLat,RLon,Eplat,Eplong,Epang,Age
0,5,4.8,north_america,101,-86.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
1,5,9.1,north_america,101,-86.4,8.4,0.0,0.0,-86.4,9.2,79.2,23.0,0.2,0.8
2,5,7.1,north_america,101,-85.3,265.9,0.0,0.0,-85.3,-94.1,79.9,22.7,0.3,1.0
3,5,8.7,north_america,101,-88.4,225.5,0.0,0.0,-88.4,-135.7,79.9,22.7,0.3,1.0
4,5,4.3,north_america,101,-88.9,285.0,0.0,0.0,-88.9,-75.1,79.9,22.7,0.3,1.0
5,3,4.9,north_america,101,-77.9,303.7,-80.0,3.5,-80.0,4.2,80.8,22.8,0.4,1.5
6,3,7.0,north_america,101,-85.7,122.7,-81.2,73.9,-81.1,74.5,80.8,22.8,0.4,1.5
7,5,5.7,north_america,101,-84.5,241.0,0.0,0.0,-84.5,-119.1,80.8,22.8,0.4,1.5
8,5,6.2,north_america,101,-89.5,214.8,0.0,0.0,-89.5,-157.9,80.8,22.9,0.8,3.0
9,5,4.1,north_america,101,-84.6,332.3,0.0,0.0,-84.8,-25.6,80.9,22.8,1.0,4.0
10,5,6.7,north_america,101,-87.9,275.9,0.0,0.0,-88.0,-84.4,80.9,22.8,1.0,4.0
11,5,5.0,north_america,101,-85.5,197.4,0.0,0.0,-85.5,-163.9,80.9,22.8,1.3,5.0
12,5,5.0,north_america,101,-85.3,262.1,0.0,0.0,-85.5,-97.9,80.9,22.8,1.8,7.0
13,5,6.9,north_america,101,-85.9,357.7,0.0,0.0,-86.0,3.9,80.9,22.8,2.0,8.0
14,5,7.8,north_america,101,-82.9,309.1,0.0,0.0,-83.3,-47.3,80.9,22.9,2.6,10.0
15,3,12.9,north_america,101,-81.1,225.3,-83.1,93.2,-82.4,98.8,80.9,23.2,4.2,15.5
16,5,3.7,north_america,101,-82.9,346.2,0.0,0.0,-83.5,-1.3,80.3,25.4,5.8,21.0
17,5,9.8,north_america,101,-82.7,301.7,0.0,0.0,-83.7,-51.0,80.2,26.0,6.0,21.7
18,4,6.7,north_america,101,-87.1,189.5,0.0,0.0,-86.7,177.4,80.0,26.6,6.2,22.5
19,3,8.4,north_america,101,-76.4,30.3,0.0,0.0,-76.2,41.0,79.9,26.9,6.3,23.0
20,4,5.2,north_america,101,-80.9,331.2,0.0,0.0,-81.8,-17.8,79.8,27.3,6.4,23.5
21,4,6.8,north_america,101,-79.7,342.8,0.0,0.0,-80.5,-4.3,79.3,27.5,7.1,26.0
22,4,5.4,north_america,101,-80.2,315.4,0.0,0.0,-81.4,-32.9,78.8,22.7,7.5,27.0
23,3,5.0,north_america,101,-82.8,316.2,0.0,0.0,-84.2,-24.0,77.4,12.5,8.6,30.0
24,4,4.4,north_america,101,-81.9,323.6,0.0,0.0,-83.1,-16.9,77.4,12.5,8.6,30.0
25,6,6.2,north_america,101,-80.6,22.1,0.0,0.0,-79.5,43.5,76.0,6.1,9.7,33.0
26,4,4.3,north_america,101,-79.8,5.9,0.0,0.0,-78.9,31.9,74.9,1.4,11.4,37.0
27,5,7.0,north_america,101,-78.2,297.5,0.0,0.0,-80.7,-40.3,74.5,0.1,12.0,38.5
28,3,2.4,north_america,101,-85.2,296.6,0.0,0.0,-87.2,-9.1,74.5,-1.1,12.6,40.0
29,6,3.0,north_america,101,-79.2,326.4,0.0,0.0,-80.1,-1.7,74.4,-2.5,13.4,42.0
30,5,7.7,north_america,101,-83.7,323.7,-76.7,50.4,-73.2,70.3,74.3,-3.7,14.2,44.0
31,5,8.0,north_america,101,-82.7,333.6,0.0,0.0,-82.6,19.8,74.2,-4.9,15.0,46.0
32,4,9.6,north_america,101,-79.3,324.3,0.0,0.0,-80.2,0.8,74.2,-4.9,15.0,46.0
33,4,10.1,north_america,101,-85.2,62.0,0.0,0.0,-81.2,84.0,74.5,-4.8,15.3,47.0
34,6,5.6,north_america,101,-72.0,343.4,0.0,0.0,-71.9,10.7,74.5,-4.8,15.3,47.0
35,5,4.0,north_america,101,-77.1,325.8,0.0,0.0,-78.1,-0.9,75.9,-3.5,16.2,50.0
36,6,6.2,north_america,101,-83.1,326.3,0.0,0.0,-83.5,15.9,75.9,-3.5,16.2,50.0
37,6,4.9,north_america,101,-77.6,309.1,-78.3,22.7,-75.8,51.7,76.5,-2.8,16.5,51.0
38,6,2.6,north_america,101,-82.7,347.2,0.0,0.0,-81.8,31.2,76.5,-2.8,16.5,51.0
39,6,4.4,north_america,101,-81.4,347.7,-73.9,48.8,-71.3,71.7,79.8,4.1,17.6,55.0
40,5,14.0,north_america,101,-68.1,9.4,0.0,0.0,-67.3,34.2,80.9,6.2,18.2,57.0
41,6,3.0,north_america,101,-75.9,326.4,-74.9,24.7,-73.4,52.0,81.8,4.8,19.4,61.0
42,4,1.1,north_america,101,-77.1,21.3,0.0,0.0,-75.6,50.6,82.2,4.0,20.0,63.0
43,4,6.6,north_america,101,-72.0,5.3,-68.0,38.1,-66.1,62.3,82.2,4.0,20.0,63.0
44,6,3.7,north_america,101,-81.9,350.6,0.0,0.0,-81.7,29.2,82.2,4.0,20.0,63.0
45,5,3.9,north_america,101,-80.5,359.4,0.0,0.0,-79.9,34.6,82.4,3.6,20.4,64.0
46,5,5.8,north_america,101,-71.8,28.3,0.0,0.0,-69.2,56.8,81.4,-8.2,22.7,71.0
47,5,6.2,north_america,101,-69.8,354.9,0.0,0.0,-68.6,26.4,81.3,-9.2,23.1,72.0
48,6,4.6,north_america,101,-83.7,15.4,0.0,0.0,-80.7,58.1,80.7,-12.3,24.3,74.5
49,6,9.0,north_america,101,-80.8,358.1,0.0,0.0,-78.0,43.4,79.5,-15.9,25.7,77.0
50,5,9.6,north_america,101,-59.8,17.7,-57.8,41.8,-52.8,70.3,78.7,-18.1,26.9,79.0
51,6,6.2,north_america,101,-70.5,27.6,0.0,0.0,-65.5,60.8,78.2,-18.8,27.5,80.0
52,7,6.6,north_america,101,-81.8,7.8,0.0,0.0,-77.2,55.4,77.8,-19.4,28.1,81.0
53,5,4.4,north_america,101,-73.6,11.1,0.0,0.0,-61.2,65.2,69.4,-23.5,40.5,100.0
54,5,8.3,north_america,101,-72.4,20.7,0.0,0.0,-59.3,70.0,69.4,-23.5,40.5,100.0
55,5,4.0,north_america,101,-76.4,319.4,0.0,0.0,-69.4,45.2,68.8,-23.1,42.6,103.0
56,5,4.4,north_america,101,-71.5,2.4,0.0,0.0,-56.0,67.6,67.3,-22.0,48.2,111.0
57,5,6.5,north_america,101,-77.4,5.9,0.0,0.0,-60.7,74.5,67.2,-21.8,48.9,112.0
58,5,5.6,north_america,101,-75.7,29.1,0.0,0.0,-57.1,84.1,67.0,-21.7,49.6,113.0
59,5,3.6,north_america,101,-74.2,30.3,0.0,0.0,-53.1,88.2,66.0,-20.6,54.2,120.0
60,5,5.3,north_america,101,-74.8,354.8,0.0,0.0,-56.5,73.9,65.8,-20.2,54.8,121.0
61,5,4.6,north_america,101,-65.9,27.8,0.0,0.0,-44.4,86.2,65.7,-19.8,55.3,122.0
62,6,2.4,north_america,101,-72.0,11.2,0.0,0.0,-51.7,79.7,65.7,-19.8,55.3,122.0
63,5,3.3,north_america,101,-71.3,7.5,0.0,0.0,-51.5,77.6,65.7,-19.8,55.3,122.0
64,5,7.5,north_america,101,-71.0,16.9,0.0,0.0,-49.4,83.7,65.4,-18.9,56.8,125.0
65,5,3.6,north_america,101,-67.2,30.8,0.0,0.0,-43.6,91.6,64.9,-17.7,58.7,129.0
66,7,2.6,north_america,101,-58.0,23.1,0.0,0.0,-33.4,89.2,64.9,-16.7,63.2,144.0
67,6,4.1,north_america,101,-64.2,338.8,-65.5,12.5,-41.3,86.4,64.8,-16.8,64.4,148.0
68,5,3.6,north_america,101,-63.4,344.8,-64.0,17.5,-39.3,89.3,65.1,-16.1,64.9,150.0
69,6,7.0,north_america,101,-58.7,315.1,0.0,0.0,-49.8,50.8,65.3,-15.7,65.2,151.0
70,5,5.3,north_america,101,-57.4,327.5,-62.5,351.0,-42.6,76.4,65.8,-14.2,66.8,156.0
71,6,6.0,north_america,101,-56.8,328.1,-58.1,350.6,-37.8,76.3,65.8,-13.5,69.6,163.0
72,6,7.4,north_america,101,-52.6,318.2,-58.6,334.6,-42.0,69.4,65.9,-13.0,71.5,168.0
73,5,4.3,north_america,101,-64.0,299.0,-71.4,321.9,-54.9,77.0,65.9,-13.0,71.5,168.0
74,4,7.4,north_america,101,-78.7,270.3,0.0,0.0,-68.5,87.8,65.9,-12.9,71.9,169.0
75,5,7.8,north_america,101,-58.0,303.8,0.0,0.0,-51.9,53.0,65.6,-12.9,72.9,172.0
76,4,1.4,north_america,101,-63.2,283.2,0.0,0.0,-61.7,54.7,64.8,-13.4,75.0,180.0
77,3,1.0,north_america,101,-75.7,264.7,0.0,0.0,-67.6,85.0,64.4,-13.6,75.7,183.0
78,6,3.3,north_america,101,-58.8,256.4,-62.0,257.2,-72.0,47.8,64.1,-13.8,76.5,186.0
79,5,7.0,north_america,101,-61.3,264.8,-67.8,268.3,-67.4,64.9,64.1,-13.8,76.5,186.0
80,4,9.8,north_america,101,-58.7,277.8,-64.4,283.0,-61.0,59.4,64.1,-13.8,76.5,186.0
81,3,7.2,north_america,101,-73.1,275.4,0.0,0.0,-64.1,78.6,63.8,-14.0,77.3,189.0
82,5,3.1,north_america,101,-72.8,268.1,0.0,0.0,-66.1,79.2,63.7,-14.0,77.6,190.0
83,5,8.9,north_america,101,-66.0,266.0,0.0,0.0,-66.7,63.8,63.3,-14.2,78.6,194.0
84,4,2.3,north_america,101,-63.0,263.1,0.0,0.0,-67.6,56.7,63.2,-14.2,79.0,197.0
85,4,11.1,north_america,101,-65.5,267.5,0.0,0.0,-65.9,63.2,63.2,-14.2,79.0,197.0
86,6,2.8,north_america,101,-62.5,251.0,0.0,0.0,-73.2,55.4,63.2,-14.2,79.0,197.0
87,5,4.0,north_america,101,-68.0,268.5,0.0,0.0,-65.4,69.2,63.2,-14.2,79.0,197.0
88,5,6.2,north_america,101,-63.6,268.7,0.0,0.0,-65.2,58.6,63.2,-14.2,79.0,197.0
89,5,6.0,north_america,101,-55.6,274.6,-59.8,273.3,-62.2,51.5,63.2,-14.2,79.1,198.0
90,5,7.9,north_america,101,-61.5,234.0,0.0,0.0,-81.0,61.6,63.2,-14.2,79.2,199.0
91,6,10.7,north_america,101,-66.4,252.0,0.0,0.0,-71.9,68.2,63.2,-14.1,79.2,200.0
92,7,3.2,north_america,101,-66.6,268.2,0.0,0.0,-65.5,66.3,63.2,-14.1,79.3,201.0
93,6,5.0,north_america,101,-67.8,275.8,0.0,0.0,-62.5,69.5,63.2,-14.0,79.5,204.0
94,5,8.0,north_america,101,-58.5,256.9,-61.2,257.1,-70.3,51.8,63.2,-14.0,79.5,204.0
95,6,10.7,north_america,101,-58.7,250.9,-62.8,251.2,-73.0,57.3,63.2,-14.0,79.5,204.0
96,6,4.2,north_america,101,-57.8,259.3,-59.6,259.5,-68.9,47.8,63.2,-14.0,79.5,204.0
97,6,6.5,north_america,101,-64.9,276.6,0.0,0.0,-61.9,63.3,63.2,-14.0,79.5,204.0
98,6,2.5,north_america,101,-58.1,271.8,0.0,0.0,-62.3,48.4,63.2,-13.9,79.7,207.0
99,6,5.0,north_america,101,-66.9,267.2,0.0,0.0,-65.8,67.6,63.2,-13.9,79.7,207.0
100,6,4.7,north_america,101,-65.5,255.1,0.0,0.0,-70.7,65.7,63.2,-13.9,79.9,211.0
101,7,5.6,north_america,101,-55.6,274.6,-59.9,273.3,-62.1,52.8,63.2,-13.9,79.9,211.0
102,6,3.4,north_america,101,-56.6,255.9,-58.6,256.2,-70.3,45.0,63.2,-13.9,79.9,211.0
103,6,4.0,north_america,101,-61.7,274.7,0.0,0.0,-61.9,57.0,63.2,-13.9,79.9,211.0
104,5,3.0,north_america,101,-57.6,269.6,-63.3,266.9,-65.7,59.0,63.2,-13.9,79.9,211.0
105,4,5.2,north_america,101,-61.4,282.2,0.0,0.0,-58.4,58.5,63.2,-13.9,79.9,212.0
106,6,3.1,north_america,101,-60.1,277.1,0.0,0.0,-60.3,54.5,63.2,-13.9,79.9,214.0
107,4,7.0,north_america,101,-60.1,271.8,0.0,0.0,-62.9,52.7,63.2,-13.9,79.9,215.0
108,3,10.0,north_america,101,-59.0,267.6,0.0,0.0,-64.6,49.0,63.2,-13.9,79.9,215.0
109,3,14.0,north_america,101,-56.1,276.0,-62.4,280.5,-59.5,59.9,63.2,-13.9,79.9,215.0
110,7,7.8,north_america,101,-50.5,267.6,-53.4,268.7,-62.1,37.9,63.2,-13.9,79.9,215.0
111,6,5.6,north_america,101,-57.4,267.7,-59.3,268.4,-64.3,50.0,63.2,-13.9,79.9,216.0
112,6,3.2,north_america,101,-59.9,279.4,0.0,0.0,-59.2,54.9,63.2,-13.9,79.9,217.0
113,6,5.1,north_america,101,-52.9,282.0,-53.5,282.5,-54.9,45.6,63.2,-13.9,79.9,218.0
114,6,7.7,north_america,101,-56.4,276.8,-58.0,277.6,-59.4,50.7,63.2,-13.9,79.9,218.0
115,7,5.0,north_america,101,-59.6,277.5,-63.5,280.6,-59.7,61.9,63.2,-13.9,79.9,220.0
116,6,5.0,north_america,101,-53.4,281.7,-55.9,281.5,-56.6,48.9,63.2,-13.9,79.9,220.0
117,6,2.0,north_america,101,-58.5,279.5,0.0,0.0,-58.6,52.4,63.2,-13.9,79.9,221.0
118,5,5.0,north_america,101,-60.5,281.6,0.0,0.0,-58.4,56.7,63.2,-13.9,79.9,221.0
119,4,3.9,north_america,101,-48.3,272.3,0.0,0.0,-57.6,31.5,63.2,-13.9,79.9,221.0
120,6,5.0,north_america,101,-49.1,285.1,-52.7,287.8,-51.7,47.3,63.2,-13.9,79.9,225.0
121,6,4.0,north_america,101,-54.1,285.2,0.0,0.0,-53.8,47.9,63.2,-13.9,79.9,227.0
122,6,3.2,north_america,101,-48.4,278.5,0.0,0.0,-54.2,35.8,63.2,-13.9,79.9,228.0
123,5,2.5,north_america,101,-54.1,288.3,-58.6,293.1,-52.3,58.0,63.2,-13.9,79.9,230.0
124,6,4.0,north_america,101,-45.2,295.4,-49.1,299.0,-44.0,49.4,63.2,-13.9,79.9,230.0
125,5,3.1,north_america,101,-52.5,290.7,-56.6,295.0,-50.4,56.1,63.2,-13.9,79.9,230.0
126,6,4.5,north_america,101,-56.5,283.2,-59.8,286.6,-55.8,57.3,63.2,-13.9,79.9,230.0
127,6,3.3,north_america,101,-46.1,293.6,-49.8,296.9,-45.5,48.9,63.2,-13.9,79.9,230.0
128,7,3.4,north_america,101,-55.5,287.9,-58.2,290.7,-53.2,56.5,63.2,-13.9,79.9,234.0
129,7,5.0,north_america,101,-54.6,284.5,-57.8,287.8,-54.4,54.5,63.2,-13.9,79.9,234.0
130,6,4.9,north_america,101,-44.7,301.4,-44.9,301.7,-39.8,46.9,63.2,-13.9,79.9,234.0
131,5,4.9,north_america,101,-55.6,285.8,-60.5,290.9,-54.2,59.9,63.2,-13.9,79.9,234.0
132,4,5.3,north_america,101,-41.1,305.6,-40.8,305.2,-35.0,45.7,63.2,-13.9,79.9,234.0
133,5,7.0,north_america,101,-46.1,301.0,-50.6,306.1,-41.5,55.1,63.2,-13.9,79.9,235.0
134,6,7.2,north_america,101,-44.3,271.6,-45.5,271.1,-56.6,26.5,63.2,-13.9,79.9,246.0
135,6,5.0,north_america,101,-51.0,306.5,-53.8,310.3,-41.8,60.5,63.2,-13.9,79.9,250.0
136,4,8.0,north_america,101,-49.9,298.1,-51.6,300.0,-45.1,52.6,63.2,-13.9,79.9,255.0
137,4,15.0,north_america,101,-54.8,299.3,-57.3,302.2,-47.6,60.4,63.2,-13.9,79.9,258.0
138,5,5.0,north_america,101,-51.5,306.7,-54.8,311.6,-41.9,62.2,63.2,-13.9,79.9,263.0
139,5,3.8,north_america,101,-56.3,302.9,0.0,0.0,-46.6,59.5,63.2,-13.9,79.9,270.0
140,4,3.8,north_america,101,-53.0,308.7,0.0,0.0,-42.0,58.9,63.2,-13.9,79.9,272.0
141,4,8.6,north_america,101,-54.8,292.1,0.0,0.0,-50.8,52.3,63.2,-13.9,79.9,272.0
142,3,10.0,north_america,101,-51.9,303.0,-56.5,311.0,-43.2,63.6,63.2,-13.9,79.9,277.0
143,3,5.0,north_america,101,-51.7,302.1,-53.7,304.0,-44.5,57.1,63.2,-13.9,79.9,277.0
144,7,3.6,north_america,101,-42.1,306.5,-41.4,306.4,-34.9,46.9,63.2,-13.9,79.9,280.0
145,5,16.3,north_america,101,-33.5,306.3,0.0,0.0,-29.0,40.8,63.2,-13.9,79.9,282.0
146,4,13.1,north_america,101,-44.6,305.3,-47.8,308.8,-38.3,54.0,63.2,-13.9,79.9,283.0
147,5,2.1,north_america,101,-46.8,304.0,-48.3,305.9,-40.1,52.7,63.2,-13.9,79.9,285.0
148,3,10.2,north_america,101,-38.9,300.8,0.0,0.0,-35.9,41.0,63.2,-13.9,79.9,289.0
149,5,1.5,north_america,101,-50.5,303.0,-56.2,310.3,-43.4,63.0,63.2,-13.9,79.9,291.0
150,4,5.0,north_america,101,-37.5,296.6,-35.8,295.2,-36.7,34.4,63.2,-13.9,79.9,292.0
151,5,7.1,north_america,101,-40.1,307.7,-42.1,310.1,-33.5,50.0,63.2,-13.9,79.9,292.0
152,5,2.0,north_america,101,-43.1,307.9,-46.5,311.7,-36.0,54.6,63.2,-13.9,79.9,292.0
153,4,2.0,north_america,101,-41.6,300.4,-42.6,301.5,-38.3,44.7,63.2,-13.9,79.9,292.0
154,4,2.8,north_america,101,-40.1,300.5,-40.3,300.8,-37.0,42.2,63.2,-13.9,79.9,298.0
155,4,12.8,north_america,101,-55.3,279.8,-60.6,285.1,-56.8,58.0,63.2,-13.9,79.9,299.0
156,5,3.9,north_america,101,-44.1,301.5,-41.5,300.4,-38.0,43.0,63.2,-13.9,79.9,300.0
157,5,2.1,north_america,101,-42.1,312.1,-43.0,313.4,-32.7,52.9,63.2,-13.9,79.9,301.0
158,5,3.4,north_america,101,-44.1,303.9,-46.3,306.8,-38.2,51.4,63.2,-13.9,79.9,301.0
159,6,3.1,north_america,101,-28.6,299.9,0.0,0.0,-28.6,32.4,63.2,-13.9,79.9,303.0
160,5,1.8,north_america,101,-45.7,308.6,-50.5,314.6,-37.6,59.8,63.2,-13.9,79.9,303.0
161,5,6.0,north_america,101,-36.0,302.0,-30.2,301.5,-29.0,34.8,63.2,-13.9,79.9,310.0
162,7,7.7,north_america,101,-27.2,298.3,0.0,0.0,-28.4,30.2,63.2,-13.9,79.9,317.0
163,6,8.3,north_america,101,-22.6,294.4,0.0,0.0,-26.9,23.8,63.2,-13.9,79.9,320.0
164,7,15.3,north_america,101,-27.9,297.2,0.0,0.0,-29.5,29.8,63.2,-13.9,79.9,322.0
165,4,6.5,north_america,101,-19.5,315.8,0.0,0.0,-12.6,39.2,63.2,-13.9,79.9,330.0
166,6,8.0,north_america,101,-27.0,311.0,-17.8,309.8,0.0,0.0,0.0,0.0,0.0,333.0
167,7,9.0,north_america,101,-18.6,304.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0
168,3,16.0,north_america,101,-27.4,303.0,-16.6,299.6,0.0,0.0,0.0,0.0,0.0,370.0
169,4,9.0,north_america,101,-13.0,285.0,1.5,284.8,0.0,0.0,0.0,0.0,0.0,415.0
170,7,5.3,north_america,101,-17.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0
171,6,5.8,north_america,101,-19.1,308.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0
172,4,7.3,north_america,101,-24.0,326.6,-16.9,321.7,0.0,0.0,0.0,0.0,0.0,438.0
173,4,3.9,north_america,101,-13.4,329.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0
174,4,4.3,north_america,101,-17.5,332.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
175,6,11.9,north_america,101,-10.3,346.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0
176,5,8.5,north_america,101,0.6,343.0,3.1,338.9,0.0,0.0,0.0,0.0,0.0,495.0
177,5,9.7,north_america,101,-10.6,338.0,-8.4,334.6,0.0,0.0,0.0,0.0,0.0,495.0
178,5,9.0,north_america,101,-5.2,345.8,-4.7,345.0,0.0,0.0,0.0,0.0,0.0,495.0
179,5,7.1,north_america,101,3.4,355.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
180,6,4.3,north_america,101,-12.6,337.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
181,6,10.0,north_america,101,5.4,348.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0
182,5,3.3,north_america,101,-0.6,341.1,-1.7,342.6,0.0,0.0,0.0,0.0,0.0,508.0
183,5,6.2,north_america,101,11.9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0
184,6,7.4,greenland,102,-76.3,21.5,0.0,0.0,-75.0,44.1,72.8,9.1,11.2,39.0
185,5,6.3,greenland,102,-74.6,339.4,0.0,0.0,-77.6,11.6,71.1,30.9,16.0,54.0
186,4,6.0,greenland,102,-63.0,0.0,0.0,0.0,-64.6,25.6,71.4,30.2,16.4,54.5
187,4,15.0,greenland,102,-63.0,354.0,0.0,0.0,-65.0,19.8,71.7,29.6,16.8,55.0
188,3,4.2,greenland,102,-61.0,345.0,0.0,0.0,-63.8,9.9,72.0,29.0,17.2,55.5
189,4,8.9,greenland,102,-63.4,5.1,0.0,0.0,-64.4,32.0,72.0,29.0,17.2,55.5
190,6,3.0,greenland,102,-68.0,358.0,0.0,0.0,-69.6,28.0,72.0,30.1,17.5,59.0
191,5,9.0,greenland,102,-56.0,3.0,0.0,0.0,-57.4,27.7,71.9,30.3,17.5,59.5
192,6,3.2,greenland,102,-67.5,15.0,0.0,0.0,-67.6,44.9,71.8,30.8,17.5,60.5
193,5,6.0,greenland,102,-76.2,37.9,0.0,0.0,-73.9,73.2,71.8,30.8,17.5,60.5
194,5,6.9,greenland,102,-64.8,321.5,0.0,0.0,-69.4,-14.9,71.8,30.8,17.5,60.5
195,6,5.0,greenland,102,-52.7,278.7,0.0,0.0,-67.9,36.6,60.5,1.4,69.3,209.0
196,3,11.0,greenland,102,1.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0
197,4,3.6,europe,301,-80.6,267.5,0.0,0.0,-80.6,-92.3,18.3,-47.0,0.1,0.5
198,4,4.4,europe,301,-86.4,296.1,0.0,0.0,-86.4,-63.1,18.3,-47.0,0.1,0.5
199,3,12.9,europe,301,-84.3,357.7,0.0,0.0,-83.9,5.8,18.0,-26.7,1.0,8.0
200,5,1.8,europe,301,-78.9,328.3,0.0,0.0,-78.9,-25.8,17.9,-26.4,1.1,9.5
201,5,3.5,europe,301,-77.4,314.2,0.0,0.0,-77.7,-40.4,18.5,-26.3,1.2,10.0
202,5,6.9,europe,301,-84.1,351.2,0.0,0.0,-83.6,3.0,19.7,-25.7,1.4,11.5
203,5,1.5,europe,301,-72.4,352.0,0.0,0.0,-71.9,-3.5,19.6,-25.5,1.5,12.0
204,4,4.4,europe,301,-77.8,310.8,0.0,0.0,-78.9,-36.2,20.0,-19.7,2.9,24.0
205,3,3.4,europe,301,-80.8,2.0,0.0,0.0,-78.0,26.5,26.8,-19.5,5.5,34.0
206,5,6.8,europe,301,-63.7,358.6,-76.7,357.2,-72.2,30.6,30.5,-15.7,10.3,52.0
207,5,1.5,europe,301,-83.0,335.0,0.0,0.0,-78.2,41.3,34.5,-15.7,12.4,59.0
208,5,3.5,europe,301,-76.0,340.0,0.0,0.0,-72.9,22.7,34.5,-15.7,12.4,59.0
209,5,1.2,europe,301,-81.7,359.8,0.0,0.0,-74.9,46.3,34.6,-15.7,12.5,59.4
210,5,2.8,europe,301,-80.2,339.6,0.0,0.0,-76.0,33.2,34.6,-15.7,12.5,59.5
211,4,1.5,europe,301,-82.5,338.0,0.0,0.0,-77.6,40.6,34.7,-15.7,12.5,59.8
212,5,5.7,europe,301,-77.7,325.4,0.0,0.0,-76.2,18.0,34.7,-15.7,12.5,59.8
213,4,2.7,europe,301,-77.0,355.0,0.0,0.0,-71.5,34.4,34.8,-15.7,12.6,60.0
214,6,4.5,europe,301,-71.4,334.7,0.0,0.0,-69.8,11.3,34.8,-15.7,12.6,60.1
215,6,2.4,europe,301,-81.0,359.0,0.0,0.0,-74.3,44.8,34.9,-15.7,12.7,60.7
216,6,4.7,europe,301,-73.3,346.2,0.0,0.0,-69.5,23.1,35.0,-15.7,12.8,60.9
217,5,4.7,europe,301,-78.9,347.0,0.0,0.0,-74.0,34.1,35.0,-15.7,12.8,61.0
218,5,2.7,europe,301,-74.0,351.0,0.0,0.0,-69.4,27.5,35.1,-15.7,12.8,61.2
219,6,3.4,europe,301,-79.1,344.5,-84.9,222.9,-82.4,95.9,35.8,-16.0,14.6,68.0
220,7,8.0,europe,301,-73.0,336.0,0.0,0.0,-69.8,21.1,35.4,-15.7,15.2,74.0
221,5,3.0,europe,301,-74.0,341.0,0.0,0.0,-67.7,35.4,37.5,-14.0,19.5,86.0
222,5,3.0,europe,301,-74.0,328.0,0.0,0.0,-70.4,28.7,37.5,-14.0,19.5,86.0
223,4,5.0,europe,301,-68.0,329.0,0.0,0.0,-65.1,22.3,39.2,-13.6,21.8,89.5
224,5,4.0,europe,301,-76.0,1.0,0.0,0.0,-62.9,54.7,39.4,-13.7,24.2,93.0
225,6,2.5,europe,301,-80.8,338.4,0.0,0.0,-63.2,70.6,41.6,-10.1,34.1,108.0
226,6,2.9,europe,301,-74.0,3.0,0.0,0.0,-48.0,82.4,45.9,-3.4,48.4,140.0
227,5,6.0,europe,301,-78.0,328.0,0.0,0.0,-56.0,87.9,48.4,-1.1,52.8,156.5
228,3,3.9,europe,301,-70.0,327.0,0.0,0.0,-54.5,74.3,48.5,-1.0,53.0,157.0
229,5,7.0,europe,301,-78.0,310.0,0.0,0.0,-59.5,88.7,48.6,-0.9,53.4,158.0
230,4,4.0,europe,301,-72.0,312.0,0.0,0.0,-59.3,77.2,48.7,-0.8,53.8,159.0
231,6,7.3,europe,301,-72.0,330.0,0.0,0.0,-53.9,78.9,48.7,-0.8,53.8,160.0
232,7,6.3,europe,301,-63.0,300.0,0.0,0.0,-62.2,62.5,49.8,0.3,57.0,168.0
233,6,6.8,europe,301,-69.0,283.0,0.0,0.0,-65.8,82.6,49.4,0.2,60.3,179.0
234,6,12.0,europe,301,-71.0,276.0,0.0,0.0,-65.6,90.9,49.2,0.0,61.8,184.0
235,5,5.1,europe,301,-66.0,295.2,0.0,0.0,-60.6,75.2,49.1,-0.1,62.3,186.0
236,4,3.0,europe,301,-77.0,315.0,0.0,0.0,-52.1,94.8,48.7,0.0,63.6,192.0
237,5,7.5,europe,301,-61.0,259.0,0.0,0.0,-76.0,88.7,48.1,0.7,63.1,198.0
238,6,9.0,europe,301,-55.0,280.0,0.0,0.0,-69.1,54.0,47.8,1.1,62.5,201.0
239,7,3.0,europe,301,-51.0,285.0,0.0,0.0,-65.8,44.1,47.8,1.1,62.5,201.0
240,6,4.5,europe,301,-50.0,286.4,0.0,0.0,-65.3,41.7,47.6,1.6,61.9,204.2
241,6,8.0,europe,301,-50.0,292.0,-58.0,272.9,-73.6,65.6,47.3,2.2,61.1,208.0
242,5,5.1,europe,301,-50.0,308.0,-58.2,298.2,-61.7,60.7,46.6,3.2,59.5,215.0
243,5,4.6,europe,301,-50.0,305.0,0.0,0.0,-56.9,45.8,46.0,3.9,58.2,221.0
244,6,6.0,europe,301,-49.0,311.0,0.0,0.0,-52.9,46.9,46.0,3.9,58.2,226.0
