,pole_id,vgp_id,Name,slat,slon,n,dec,inc,k,α95,VGP_lat,VGP_lon,K,dp,dm,A95,age,2_sigma,min_age,max_age,error_dist,lithology,Q,kept_by_auth,ref,age ref,comments (Q breakdown),paleolatitude,vgp_lat,vgp_lon,vgp_lat_rev,vgp_lon_rev,vgp_lat_SH,vgp_lon_SH,comments on age,dip_dir,dip,comments (x = excluded)
916,VGPs_NAM\38,122,LB11,46.81,249.3,8.0,17.4,67.3,166.6,4.1,78.0,316.7,,,,,,,,,,,,,Diehl et al. (1983),,,50.08353663696246,78.03431442177406,317.0478500572688,-78.03431442177406,137.04785005726882,-78.03431442177406,137.04785005726882,,,,
917,VGPs_NAM\38,123,LB12,46.97,249.28,6.0,310.5,62.5,81.9,6.3,55.7,172.7,,,,,50.9,,,,,,,,Diehl et al. (1983),,,43.84549897547616,55.689262986956365,172.64595108799213,-55.689262986956365,352.6459510879921,-55.689262986956365,352.6459510879921,,,,
918,VGPs_NAM\38,124,LB13,46.96,249.28,7.0,1.2,79.2,43.1,9.3,67.9,250.4,,,,,50.9,,,,,,,,Diehl et al. (1983),,,69.11712654296305,67.83476899084206,250.41376910991528,-67.83476899084206,70.41376910991528,-67.83476899084206,70.41376910991528,,,,
919,VGPs_NAM\38,125,LB14,47.05,249.42000000000002,8.0,341.2,66.2,307.6,2.8,77.3,173.5,,,,,54.2,,,,,,,,Diehl et al. (1983),,,48.5843194261958,77.31566677084005,173.28205493895436,-77.31566677084005,353.2820549389544,-77.31566677084005,353.2820549389544,,,,
920,VGPs_NAM\38,126,LB15*,47.06,249.41,8.0,74.5,51.8,56.4,7.0,33.1,325.6,,,,,47.9,,,,,,,,Diehl et al. (1983),,,32.4313325898838,33.11060552840951,325.5809044088845,-33.11060552840951,145.58090440888452,-33.11060552840951,145.58090440888452,,,,x
921,VGPs_NAM\39,1,BH0414β,44.69721,-108.34584,3.0,191.6,-59.9,9.8,41.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-40.77925684375496,-80.63402360729377,182.32594413729788,80.63402360729377,2.3259441372978813,-80.63402360729377,182.32594413729788,,,,
922,VGPs_NAM\39,2,BH0401α,44.69736,-108.3466,3.0,178.4,-42.1,10.0,41.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-24.31272299964181,-69.57385893095163,255.83450526213295,69.57385893095163,75.83450526213295,-69.57385893095163,255.83450526213295,,,,
923,VGPs_NAM\39,3,BH0403α,44.69695,-108.34664,3.0,10.0,73.5,35.3,21.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,59.35635488340527,74.14223151830083,270.5527891405085,-74.14223151830083,90.55278914050848,-74.14223151830083,90.55278914050848,,,,
924,VGPs_NAM\39,4,BH0404α,44.69677,-108.34651,3.0,29.7,80.4,11.4,38.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,71.31062356376913,59.78270352158574,270.04189526000505,-59.78270352158574,90.04189526000505,-59.78270352158574,90.04189526000505,,,,
925,VGPs_NAM\39,5,BH0405α,44.69627,-108.34615,3.0,355.6,62.5,6.1,54.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,43.84549897547616,86.73701519484972,148.08583196918113,-86.73701519484972,328.08583196918113,-86.73701519484972,328.08583196918113,,,,
926,VGPs_NAM\39,6,BH0407α,44.69558,-108.34757,3.0,349.2,64.8,159.4,9.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,46.73716019507929,82.19497063555397,180.63006468218111,-82.19497063555397,0.6300646821811142,-82.19497063555397,0.6300646821811142,,,,
927,VGPs_NAM\39,7,BH0408α,44.69559,-108.34747,3.0,11.5,55.4,46.9,18.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,35.93427178879969,77.62788494025568,22.765585167528243,-77.62788494025568,202.76558516752823,-77.62788494025568,202.76558516752823,,,,
928,VGPs_NAM\39,8,BH0410α,44.69464,-108.34767,3.0,328.7,57.7,29.7,23.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,38.34124033572438,65.88276889996492,157.3892539092917,-65.88276889996492,337.3892539092917,-65.88276889996492,337.3892539092917,,,,
929,VGPs_NAM\39,9,BH0412β,44.6939,-108.34623,3.0,125.6,-66.7,6.4,53.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-49.260492668116356,-53.41361552982193,8.74332951072747,53.41361552982193,188.74332951072748,-53.41361552982193,8.74332951072747,,,,
930,VGPs_NAM\39,10,BH02015α,44.69375,-108.35215,3.0,142.9,-56.2,14.7,33.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-36.75572560730138,-61.060602312199364,338.7999440086072,61.060602312199364,158.7999440086072,-61.060602312199364,338.7999440086072,,,,
931,VGPs_NAM\39,11,BH02016β,44.69342,-108.35196,3.0,173.1,-56.6,4.8,64.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-37.17267129056394,-80.8570533724344,288.69317036678467,80.8570533724344,108.69317036678467,-80.8570533724344,288.69317036678467,,,,
932,VGPs_NAM\39,12,BH02019β,44.69043,-108.35602,3.0,163.7,-71.6,50.2,17.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-56.36372259971725,-74.46968959461759,36.14806778859632,74.46968959461759,216.14806778859634,-74.46968959461759,36.14806778859632,,,,
933,VGPs_NAM\39,13,BH02018β,44.69029,-108.35599,3.0,129.2,-73.6,120.0,11.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-59.517571059641824,-56.511869668759964,26.208687143295123,56.511869668759964,206.20868714329512,-56.511869668759964,26.208687143295123,,,,
934,VGPs_NAM\39,14,BH02020β,44.68957,-108.35555,3.0,184.7,-76.0,31.4,22.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-63.49658609670447,-71.00429776303359,78.09446028086053,71.00429776303359,258.0944602808605,-71.00429776303359,78.09446028086053,,,,
935,VGPs_NAM\39,15,BH02021β,44.68953,-108.35563,3.0,139.5,-68.0,4.9,63.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-51.059970622030875,-62.470029778804644,9.625099588679568,62.470029778804644,189.62509958867957,-62.470029778804644,9.625099588679568,,,,
936,VGPs_NAM\39,16,BH0415α,44.68957,-108.35573,3.0,163.1,-34.5,11.4,38.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-18.964795675788306,-60.6747582522197,285.792342165386,60.6747582522197,105.792342165386,-60.6747582522197,285.792342165386,,,,
937,VGPs_NAM\39,17,BH0416α,44.68882,-108.35562,3.0,65.5,71.3,227.2,8.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,55.90346713015649,48.38596458738937,301.8295405842128,-48.38596458738937,121.8295405842128,-48.38596458738937,121.8295405842128,,,,
938,VGPs_NAM\39,18,BH0417α,44.68832,-108.35592,3.0,162.3,-39.1,5.1,61.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-22.113824068288036,-63.151259123619454,290.22798101479,63.151259123619454,110.22798101478998,-63.151259123619454,290.22798101479,,,,
939,VGPs_NAM\39,19,BH0418β,44.68824,-108.35583,3.0,153.5,-52.6,3.8,75.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-33.1835966226676,-66.54803985056311,321.41536714199935,66.54803985056311,141.41536714199935,-66.54803985056311,321.41536714199935,,,,
940,VGPs_NAM\39,20,BH0419α,44.68565,-108.35233,3.0,320.5,76.9,46.9,18.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,65.04204481648507,60.34666439262141,218.7946861676554,-60.34666439262141,38.794686167655414,-60.34666439262141,38.794686167655414,,,,
941,VGPs_NAM\39,21,BH0420α,44.6843,-108.35224,3.0,311.4,78.6,11.6,38.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,68.03722162383887,55.89574609482705,221.62481470147932,-55.89574609482705,41.62481470147932,-55.89574609482705,41.62481470147932,,,,
942,VGPs_NAM\39,22,BH0421α,44.68416,-108.35199,3.0,58.3,62.1,30.1,22.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,43.36012872497427,48.9760320087592,322.1110267154348,-48.9760320087592,142.11102671543478,-48.9760320087592,142.11102671543478,,,,
943,VGPs_NAM\39,23,BH0422α,44.68322,-108.35223,3.0,67.5,77.4,25.0,25.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,65.9128274104906,48.85126525973543,286.60918024989576,-48.85126525973543,106.60918024989576,-48.85126525973543,106.60918024989576,,,,
944,VGPs_NAM\39,24,BH02034α,44.6797,-108.33768,3.0,37.7,47.3,26.2,24.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,28.45081952173744,56.060911489147,357.2904523483096,-56.060911489147,177.2904523483096,-56.060911489147,177.2904523483096,,,,
945,VGPs_NAM\39,25,BH02035α,44.67902,-108.33731,3.0,332.0,58.9,54.6,16.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,39.65395915234495,68.76076323612781,157.82839922192773,-68.76076323612781,337.8283992219277,-68.76076323612781,337.8283992219277,,,,
946,VGPs_NAM\39,26,BH02037α,44.6784,-108.33732,3.0,341.2,76.5,49.4,17.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,64.35165951122455,67.69964707064999,230.09477533173035,-67.69964707064999,50.09477533173035,-67.69964707064999,50.09477533173035,,,,
947,VGPs_NAM\39,27,BH02038α,44.67852,-108.33729,3.0,343.9,77.9,17.3,30.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,66.79214443640257,66.26959724628297,235.9061932060667,-66.26959724628297,55.90619320606669,-66.26959724628297,55.90619320606669,,,,
948,VGPs_NAM\39,28,BH02039α,44.67783,-108.33772,3.0,10.5,78.6,18.7,29.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,68.03722162383887,66.00523563535245,261.3108413111551,-66.00523563535245,81.31084131115512,-66.00523563535245,81.31084131115512,,,,
949,VGPs_NAM\39,29,BH02040α,44.67775,-108.33757,3.0,351.8,59.7,6.3,54.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,40.55186587023148,82.69557501352426,130.13336897256644,-82.69557501352426,310.1333689725665,-82.69557501352426,310.1333689725665,,,,
950,VGPs_NAM\39,30,BH02041α,44.67763,-108.33748,3.0,295.8,69.2,29.4,23.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,52.775019340677574,48.3387708931724,196.64241859206612,-48.3387708931724,16.64241859206612,-48.3387708931724,16.64241859206612,,,,
951,VGPs_NAM\39,31,BH02042α,44.67675,-108.33808,3.0,335.2,63.3,73.2,14.5,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,44.831611599698995,72.45673151658085,170.9573338285045,-72.45673151658085,350.9573338285045,-72.45673151658085,350.9573338285045,,,,
952,VGPs_NAM\39,32,BH02043α,44.67668,-108.33822,3.0,335.4,64.8,13.7,34.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,46.73716019507929,72.76945224150083,177.26823680961658,-72.76945224150083,357.2682368096166,-72.76945224150083,357.2682368096166,,,,
953,VGPs_NAM\39,33,BH02044α,44.67668,-108.3384,3.0,273.4,63.9,5.7,57.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,45.58486700520261,32.122669556229376,196.08291288131952,-32.122669556229376,16.082912881319515,-32.122669556229376,16.082912881319515,,,,
954,VGPs_NAM\39,34,BH0423α,44.67356,-108.33524,3.0,9.9,74.7,23.8,25.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,61.31525134046226,72.36991547782256,267.47628839138986,-72.36991547782256,87.47628839138986,-72.36991547782256,87.47628839138986,,,,
955,VGPs_NAM\39,35,BH0424α,44.67377,-108.33471,3.0,17.5,44.7,30.1,22.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,26.32580200902851,66.87685011530256,28.32682964150918,-66.87685011530256,208.32682964150916,-66.87685011530256,208.32682964150916,,,,
956,VGPs_NAM\39,36,BH0425α,44.67128,-108.33351,3.0,151.3,-38.6,5.4,59.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-21.759154044769286,-57.13591778785236,306.942926527413,57.13591778785236,126.94292652741302,-57.13591778785236,306.942926527413,,,,
957,VGPs_NAM\39,37,BH0426a,44.67047,-108.33414,3.0,109.1,-39.0,26.5,24.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-22.04263209175875,-28.655315423907428,345.17219036680376,28.655315423907428,165.17219036680376,-28.655315423907428,345.17219036680376,,,,
958,VGPs_NAM\39,38,BH0427β,44.66419,-108.33118,3.0,133.0,-33.0,4.8,63.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-17.98881039536379,-42.72227873047092,322.90422083631415,42.72227873047092,142.90422083631415,-42.72227873047092,322.90422083631415,,,,
959,VGPs_NAM\39,39,BH0433β,44.65185,-108.32861,3.0,148.8,-35.2,3.9,73.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-19.428316898396428,-53.863899931071025,307.6092096096435,53.863899931071025,127.60920960964347,-53.863899931071025,307.6092096096435,,,,
960,VGPs_NAM\39,40,BH01025α,44.17225,-107.82779,3.0,326.0,69.5,44.2,18.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,53.2119860145895,66.0847923264387,196.4750087217021,-66.0847923264387,16.475008721702096,-66.0847923264387,16.475008721702096,,,,
961,VGPs_NAM\39,41,BH01027α,44.17173,-107.82805,3.0,5.3,65.0,38.1,20.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,46.99692847308269,85.33912190413525,303.0051932390602,-85.33912190413525,123.00519323906019,-85.33912190413525,123.00519323906019,,,,
962,VGPs_NAM\39,42,BH01028α,44.17166,-107.82817,3.0,349.4,56.9,50.3,17.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,37.48815026031717,79.57487939351033,125.94064685908893,-79.57487939351033,305.94064685908893,-79.57487939351033,305.94064685908893,,,,
963,VGPs_NAM\39,43,BH01031α,44.17063,-107.82834,3.0,175.6,-54.5,140.3,10.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-35.02946247065663,-80.2543379421424,273.9565921342708,80.2543379421424,93.9565921342708,-80.2543379421424,273.9565921342708,,,,
964,VGPs_NAM\39,44,BH01033β,44.17162,-107.82983,3.0,134.4,-82.0,11.5,38.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-74.30030021359245,-53.76594140044132,53.07844303594034,53.76594140044132,233.07844303594032,-53.76594140044132,53.07844303594034,,,,
965,VGPs_NAM\39,45,BH01036β,44.17154,-107.83078,3.0,141.9,-82.4,5.3,59.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-75.05840335499681,-54.96283214059949,56.0812126015701,54.96283214059949,236.0812126015701,-54.96283214059949,56.0812126015701,,,,
966,VGPs_NAM\39,46,BH01037β,44.17147,-107.83077,3.0,129.7,-55.6,35.5,21.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-36.138099145920435,-51.346813973594514,348.00703183369717,51.346813973594514,168.00703183369717,-51.346813973594514,348.00703183369717,,,,
967,VGPs_NAM\39,47,BH01038α,44.17128,-107.83067,3.0,184.8,-47.8,18.9,29.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-28.873360153806193,-74.2307899324438,236.52701632365077,74.2307899324438,56.52701632365077,-74.2307899324438,236.52701632365077,,,,
968,VGPs_NAM\39,48,BH01039α,44.17137,-107.83159,3.0,327.1,70.4,46.3,18.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,54.542748191510164,66.48142996795366,200.0188469831237,-66.48142996795366,20.018846983123694,-66.48142996795366,20.018846983123694,,,,
969,VGPs_NAM\39,49,BH01040α,44.17114,-107.8314,3.0,152.2,-49.7,5.9,56.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-30.52274101110372,-64.21704142376132,319.6358041175507,64.21704142376132,139.63580411755072,-64.21704142376132,319.6358041175507,,,,
970,VGPs_NAM\39,50,BH01041β,44.16997,-107.83095,3.0,176.7,-59.7,4.6,66.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-40.55186587023148,-85.63778538849373,287.2712797037029,85.63778538849373,107.27127970370287,-85.63778538849373,287.2712797037029,,,,
971,VGPs_NAM\39,51,BH01042β,44.16987,-107.8311,3.0,194.5,-79.4,19.9,28.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-69.47963648612973,-63.63728404868132,83.56864880967946,63.63728404868132,263.5686488096795,-63.63728404868132,83.56864880967946,,,,
972,VGPs_NAM\39,52,BH01043α,44.16962,-107.83066,3.0,187.4,-59.7,19.9,28.4,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-40.55186587023148,-83.44763966029807,193.12170070124836,83.44763966029807,13.121700701248358,-83.44763966029807,193.12170070124836,,,,
973,VGPs_NAM\39,53,BH01045α,44.1697,-107.83242,3.0,146.1,-25.2,480.5,5.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-13.239869678709619,-47.65562753922534,305.87603203454734,47.65562753922534,125.87603203454734,-47.65562753922534,305.87603203454734,,,,
974,VGPs_NAM\39,54,BH01046α,44.1696,-107.83317,3.0,157.2,-45.9,15.8,32.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-27.291922939254338,-65.11029876955071,307.07657224618947,65.11029876955071,127.07657224618947,-65.11029876955071,307.07657224618947,,,,
975,VGPs_NAM\39,55,BH01049α,44.16765,-107.83229,3.0,349.8,71.6,33.5,21.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,56.36372259971725,76.2039797647539,227.87868028292442,-76.2039797647539,47.87868028292442,-76.2039797647539,47.87868028292442,,,,
976,VGPs_NAM\39,56,BH01050α,44.16728,-107.83233,3.0,351.5,38.7,70.6,14.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,21.82983120763028,66.58454656969026,92.36619932738974,-66.58454656969026,272.3661993273897,-66.58454656969026,272.3661993273897,,,,
977,VGPs_NAM\39,57,BH01051α,44.16663,-107.83252,3.0,315.6,60.4,47.4,18.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,41.35291654306145,57.67732732281286,172.97362621284807,-57.67732732281286,352.9736262128481,-57.67732732281286,352.9736262128481,,,,
978,VGPs_NAM\39,58,BH01052β,44.16593,-107.83279,3.0,63.1,69.2,48.5,17.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,52.775019340677574,48.68752690520894,306.9730864334571,-48.68752690520894,126.97308643345713,-48.68752690520894,126.97308643345713,,,,
979,VGPs_NAM\39,59,BH01053α,44.16568,-107.83328,3.0,350.6,52.9,42.3,19.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,33.46942862055701,77.05613225635305,109.6289869403559,-77.05613225635305,289.6289869403559,-77.05613225635305,289.6289869403559,,,,
980,VGPs_NAM\39,60,BH01054β,44.16576,-107.83394,3.0,13.4,71.6,79.5,13.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,56.36372259971725,75.15135193421706,282.2270681378358,-75.15135193421706,102.22706813783577,-75.15135193421706,102.22706813783577,,,,
981,VGPs_NAM\39,61,BH01055α,44.16787,-107.83918,3.0,188.6,-46.3,13.3,35.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-27.619469103716693,-72.07002026255121,226.66897854239443,72.07002026255121,46.66897854239443,-72.07002026255121,226.66897854239443,,,,
982,VGPs_NAM\39,62,BH01056β,44.1672,-107.8402,3.0,165.5,-56.1,31.8,22.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-36.65214240736374,-76.67543528269523,312.8041489972751,76.67543528269523,132.8041489972751,-76.67543528269523,312.8041489972751,,,,
983,VGPs_NAM\39,63,BH01057β,44.16707,-107.84127,3.0,206.6,-43.4,12.4,36.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-25.306025101251556,-61.36219146388326,194.5299235633956,61.36219146388326,14.529923563395613,-61.36219146388326,194.5299235633956,,,,
984,VGPs_NAM\39,64,BH01061β,44.16426,-107.84761,3.0,140.1,-51.7,20.7,27.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-32.33830202693917,-56.89343858281906,335.0134769048427,56.89343858281906,155.01347690484272,-56.89343858281906,335.0134769048427,,,,
985,VGPs_NAM\39,65,BH01064α,44.35619,-108.06234,3.0,117.9,-44.7,37.9,20.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-26.32580200902851,-37.58331227815808,343.66436370024417,37.58331227815808,163.66436370024417,-37.58331227815808,343.66436370024417,,,,
986,VGPs_NAM\39,66,BH01066β,44.35126,-108.07354,3.0,110.6,-50.8,11.8,37.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-31.510819625872127,-35.44064965769675,353.54276118030657,35.44064965769675,173.54276118030657,-35.44064965769675,353.54276118030657,,,,
987,VGPs_NAM\39,67,BH01068β,44.34382,-108.07634,3.0,159.7,-41.5,6.4,53.3,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-23.86280790246535,-63.65860027838962,297.5704595326681,63.65860027838962,117.57045953266811,-63.65860027838962,297.5704595326681,,,,
988,VGPs_NAM\39,68,BH01071β,44.30779,-108.10506,3.0,192.4,-68.8,16.2,31.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-52.19751876417637,-78.60896654268204,113.68613120448697,78.60896654268204,293.68613120448697,-78.60896654268204,113.68613120448697,,,,
989,VGPs_NAM\39,69,BH01073α,44.30817,-108.14461,3.0,158.0,-51.7,29.7,23.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-32.33830202693917,-69.10435652365736,314.4038949349477,69.10435652365736,134.4038949349477,-69.10435652365736,314.4038949349477,,,,
990,VGPs_NAM\39,70,BH01075β,44.3332,-108.17793,3.0,175.8,-57.6,11.8,37.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-38.233653443993425,-83.13469762751141,280.5900264619558,83.13469762751141,100.5900264619558,-83.13469762751141,280.5900264619558,,,,
991,VGPs_NAM\39,71,BH01076α,44.34137,-108.19454,3.0,346.5,55.0,68.6,15.0,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,35.52964486668272,76.43769563562849,125.91565318749599,-76.43769563562849,305.915653187496,-76.43769563562849,305.915653187496,,,,
992,VGPs_NAM\39,72,BH01077α,44.36538,-108.22365,3.0,175.9,-55.6,8.9,44.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-36.138099145920435,-81.20084909503498,273.953063220186,81.20084909503498,93.95306322018598,-81.20084909503498,273.953063220186,,,,
993,VGPs_NAM\39,73,BH01079β,44.3637,-108.22306,3.0,221.6,-71.6,11.8,37.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-56.36372259971725,-61.43487946381533,122.05203728687827,61.43487946381533,302.05203728687826,-61.43487946381533,122.05203728687827,,,,
994,VGPs_NAM\39,74,BH01080α,44.36063,-108.222,3.0,9.9,76.7,8.2,46.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,64.69615377211464,68.92703507561697,263.57112894491667,-68.92703507561697,83.57112894491667,-68.92703507561697,83.57112894491667,,,,
995,VGPs_NAM\39,75,BH01081β,44.3603,-108.22193,3.0,179.6,-59.0,4.9,62.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-39.76518738415266,-85.39531923090507,255.61083649033804,85.39531923090507,75.61083649033804,-85.39531923090507,255.61083649033804,,,,
996,VGPs_NAM\39,76,BH01086β,44.35673,-108.22015,3.0,160.9,-71.6,3.7,75.7,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-56.36372259971725,-73.00281161681022,33.46102054833653,73.00281161681022,213.46102054833653,-73.00281161681022,33.46102054833653,,,,
997,VGPs_NAM\39,77,BH01089β,44.35258,-108.21937,3.0,184.5,-56.9,18.1,29.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-37.48815026031717,-82.34266417582187,223.9269188774983,82.34266417582187,43.92691887749831,-82.34266417582187,223.9269188774983,,,,
998,VGPs_NAM\39,78,BH01090β,44.35062,-108.21786,3.0,249.2,-62.3,39.5,19.9,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-43.60217926322488,-41.7573207344432,136.9406218133903,41.7573207344432,316.9406218133903,-41.7573207344432,136.9406218133903,,,,
999,VGPs_NAM\39,79,BH01091α,44.33802,-108.23267,3.0,211.9,-79.2,27.2,24.1,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-69.11712654296305,-60.39197718282473,94.17905271475388,60.39197718282473,274.1790527147539,-60.39197718282473,94.17905271475388,,,,
1000,VGPs_NAM\39,80,BH01092α,44.33749,-108.23267,3.0,43.1,62.7,9.8,41.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,44.090095000781595,59.470852039672344,326.807175014451,-59.470852039672344,146.807175014451,-59.470852039672344,146.807175014451,,,,
1001,VGPs_NAM\39,81,BH01001β,44.33812,-108.26951,3.0,167.7,-61.6,332.4,6.8,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-42.760507764008814,-80.95571924135774,335.979306513105,80.95571924135774,155.97930651310497,-80.95571924135774,335.979306513105,,,,
1002,VGPs_NAM\39,82,BH01011β,44.33149,-108.27371,3.0,189.1,-63.9,25.1,25.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-45.58486700520261,-83.4436104045193,147.51604097838532,83.4436104045193,327.5160409783853,-83.4436104045193,147.51604097838532,,,,
1003,VGPs_NAM\39,83,BH01018β,44.331,-108.2737,3.0,200.1,-48.5,6.3,54.2,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-29.472840677010357,-68.22300094535254,197.97646157983482,68.22300094535254,17.97646157983482,-68.22300094535254,197.97646157983482,,,,
1004,VGPs_NAM\39,84,BH01019β,44.331,-108.2737,3.0,173.3,-69.1,114.7,11.6,,,,,,,55.0,,53.0,57.0,,clastics,,,Clyde et al. (2007),,,-52.630096274226844,-80.59678370324336,46.04089830077868,80.59678370324336,226.04089830077868,-80.59678370324336,46.04089830077868,,,,
